,team,sketch_title,writer,link,writer_clean
0,212,Acting Teacher,Written by Kassia Miller,https://www.youtube.com/watch?v=VyeAj3jHI70,Kassia Miller
1,212,AMERICA'S NEXT TOP WOODEN BOX MAKER,Written By: Erik Tanouye,https://www.youtube.com/watch?v=zaEZ73WqKRI,Erik Tanouye
2,212,Bad Boys High School,by Ryan Hunter,https://www.youtube.com/watch?v=uWqsXF-d5kU,Ryan Hunter
3,212,Basketball,Written by Kassia Miller,https://www.youtube.com/watch?v=xc7mwQCovaI,Kassia Miller
4,212,Bear Trap,By David Guzman,https://www.youtube.com/watch?v=erUnzyxx8ww,David Guzman
5,212,Ben Franklin Laundry Day,By Gwynna Forgham-Thrift,https://www.youtube.com/watch?v=ER27zFkjsc0,Gwynna Forgham-Thrift
6,212,Boogie Board Iraq,Written by Georgie Aldaco,https://www.youtube.com/watch?v=SbzQqABOPmo,Georgie Aldaco
7,212,Bull in a China Shop 2,Written by Jo Firestone,https://www.youtube.com/watch?v=-dnGyE57o7Q,Jo Firestone
8,212,Bull in a China Shop,Written by Jo Firestone,https://www.youtube.com/watch?v=AZGVc6iM3eY,Jo Firestone
9,212,CABLE GUY AND SEX AND THE CITY,Written by Achilles Stamatelaky,https://www.youtube.com/watch?v=5NWmO_SzY-o,Achilles Stamatelaky
10,212,Can I Smell Your Hair?,Written by Achilles Stamatelaky,https://www.youtube.com/watch?v=sWWcAVhTYVY,Achilles Stamatelaky
11,212,Castro Announcement,"Written by David Guzman, pitch by Russ Armstrong",https://www.youtube.com/watch?v=L_nwSSgT6gU,"David Guzman, pitch Russ Armstrong"
12,212,Chip Briefcase,by Georgie Aldaco,https://www.youtube.com/watch?v=YBM34dRPDKk,Georgie Aldaco
13,212,Clickbait Writer,Writen By: Achilles Stamatelaky,https://www.youtube.com/watch?v=IOa4ozbGmgs,Achilles Stamatelaky
14,212,Closed Dog Park,Written by David Guzman,https://www.youtube.com/watch?v=ZCba2Bfsj2Y,David Guzman
15,212,Cocktail Party,Written by: Kassia Miller,https://www.youtube.com/watch?v=yjhEk3nX3F4,Kassia Miller
16,212,Cody Misses Wine,Written by Erik Tanouye,https://www.youtube.com/watch?v=PZp9K1vHQ5E,Erik Tanouye
17,212,Colonial Tavern Tour,Written by: Kassia Miller,https://www.youtube.com/watch?v=IsoKJ583E7M,Kassia Miller
18,212,Come Up to the Lodge,Writen by: Achilles Stamatelaky,https://www.youtube.com/watch?v=kYbUIpAzNR4,Achilles Stamatelaky
19,212,Commercial People,Written By: by Ari Scott,https://www.youtube.com/watch?v=EDorVe2KCTk,Ari Scott
20,212,Congresswoman Stuffs Bra,Written by Kassia Miller,https://www.youtube.com/watch?v=xQ9E07dD3Qk,Kassia Miller
21,212,Cool Mom Judge,Written by Ari Scott,https://www.youtube.com/watch?v=k-FJVN9SRcg,Ari Scott
22,212,Cory Rose,Written by Jo Firestone,https://www.youtube.com/watch?v=FY7eqNua1bI,Jo Firestone
23,212,Creepy Doll,by Achilles Stamatelaky,https://www.youtube.com/watch?v=IYOwT5YO0Sc,Achilles Stamatelaky
24,212,Definition of Insanity,Written by Kassia Miller,https://www.youtube.com/watch?v=2OMot689T2w,Kassia Miller
25,212,Dirt Dawg (runner),Written by: Erik Tanouye,https://www.youtube.com/watch?v=766idhqygas,Erik Tanouye
26,212,Dolphin Woman - Best Of (212),Written by Jess Kane,https://www.youtube.com/watch?v=ABSrvmfYE9M,Jess Kane
27,212,Dolphin Woman,Written by Jessica Kane,https://www.youtube.com/watch?v=ZZDhVYsBC34,Jessica Kane
28,212,DOUCHEBAG QUESTIONNAIRE,Written by: Achilles Stamatelaky,https://www.youtube.com/watch?v=8J7yIwZiiN8,Achilles Stamatelaky
29,212,Dr  Love,Written by: Ari Scott,https://www.youtube.com/watch?v=eknsncFx0Gg,Ari Scott
30,212,Easter Egg Birth,Written by Tim Martin,https://www.youtube.com/watch?v=-YsmTZlCU_I,Tim Martin
31,212,Eddie Dunn's Scary Stories 1,Writen by: Erik Tanouye,https://www.youtube.com/watch?v=rhiWh5RElDA,Erik Tanouye
32,212,Eddie Dunn's Scary Stories 2,Writen By: Erik Tanouye,https://www.youtube.com/watch?v=smJkygfPjVw,Erik Tanouye
33,212,Eddie Dunn's Scary Stories 3,Written By: Erik Tanouye,https://www.youtube.com/watch?v=5LAjyJVbjzg,Erik Tanouye
34,212,Eddie Plays Charlotte - Best Of (212),Written by Patrick Clair,https://www.youtube.com/watch?v=c_MRlvh-4OQ,Patrick Clair
35,212,Eddie’s Thoughts,Written by: David Guzman,https://www.youtube.com/watch?v=1zfinaZZEZ8,David Guzman
36,212,ELLA FITZGERALD,Written by: Erik Tanouye,https://www.youtube.com/watch?v=LWNeg46K7YU,Erik Tanouye
37,212,ERIC STOLTZ IS STILL PISSED OFF,Written by Ari Scott,https://www.youtube.com/watch?v=fYTirkFLJ9U,Ari Scott
38,212,Facebook Game Show,Written By: Ari Scott,https://www.youtube.com/watch?v=x04zYTzeas8,Ari Scott
39,212,Feminist Bachelorette Party,Written by Kassia Miller,https://www.youtube.com/watch?v=MgLVXtMGO-w,Kassia Miller
40,212,FLIRTY DRESS,Written By: Kassia Miller,https://www.youtube.com/watch?v=jCapFSx7fhQ,Kassia Miller
41,212,Free Hugs,Written by Kerry McGuire,https://www.youtube.com/watch?v=zqYhuiTPAJ8,Kerry McGuire
42,212,Fresh Air - Best Of (212),Written by David Guzman (pitch by Dara Katz),https://www.youtube.com/watch?v=f6sAfxbjDGU,David Guzman (pitch Dara Katz)
43,212,Fresh Air,"Written by David Guzman, pitch by Dara Katz",https://www.youtube.com/watch?v=A05TeRTiZGo,"David Guzman, pitch Dara Katz"
44,212,Ghost Bike,Written by Jessica Kane,https://www.youtube.com/watch?v=8zGsG3OomLs,Jessica Kane
45,212,Giraffe Necks,Written by Georgie Aldaco,https://www.youtube.com/watch?v=_ifYVu4qFhk,Georgie Aldaco
46,212,Good News,by Jessica Kane,https://www.youtube.com/watch?v=A7piuksLuwk,Jessica Kane
47,212,Grand Canyon Hole,by Georgie Aldaco,https://www.youtube.com/watch?v=brXSmTDYzMs,Georgie Aldaco
48,212,GUESS THAT PHRASE,Written by by Ari Scott,https://www.youtube.com/watch?v=j7Mxkpa4nhw,Ari Scott
49,212,Guy Buys Drinks,Written by Erik Tanouye,https://www.youtube.com/watch?v=UcCwHiCb4OA,Erik Tanouye
50,212,Guy Who Wears Scarf Everywhere,Written By: Achilles Stamatelaky,https://www.youtube.com/watch?v=F_XUiAlWqQo,Achilles Stamatelaky
51,212,"Hanged, Not Hung",Written by Kassia Miller,https://www.youtube.com/watch?v=15asmr49DIA,Kassia Miller
52,212,HAUNTED HAIRDO,Written by: Kerry McGuire,https://www.youtube.com/watch?v=udrgIfx3-ws,Kerry McGuire
53,212,Heaven Visit,By David Guzman,https://www.youtube.com/watch?v=XE5nzGNH1sQ,David Guzman
54,212,High School Sweethearts,Writen by: Kassia Miller,https://www.youtube.com/watch?v=VpK3fjQFfSc,Kassia Miller
55,212,Homeless Game of Thrones Spoilers,Written by Erik Tanouye,https://www.youtube.com/watch?v=2peJ9FYOdNc,Erik Tanouye
56,212,I Was Wide Open,Written by Kassia Miller,https://www.youtube.com/watch?v=jDbOayvunGY,Kassia Miller
57,212,I'm a Grown Man,by Patrick Clair,https://www.youtube.com/watch?v=6xZemc742BU,Patrick Clair
58,212,International Incident,By Ryan Hunter,https://www.youtube.com/watch?v=u438dx04KXQ,Ryan Hunter
59,212,Jeff Bridges,by David Guzman (Pitch: Josh Ruben),https://www.youtube.com/watch?v=NyLHAZ7WSDg,David Guzman (Pitch: Josh Ruben)
60,212,JJ Abrams,Written by Achilles Stamatelaky,https://www.youtube.com/watch?v=RvFusUbw02A,Achilles Stamatelaky
61,212,Judy Tylenol,Written by Kerry McGuire,https://www.youtube.com/watch?v=7SBZJCm6tYw,Kerry McGuire
62,212,Jury Selection,Written By: Erik Tanouye,https://www.youtube.com/watch?v=b3EgqFia2Fk,Erik Tanouye
63,212,Kalisha Who Whispers in Death's Ear and Grins,by Patrick Clair,https://www.youtube.com/watch?v=79RZhBd9OEA,Patrick Clair
64,212,Kid Kibble,Written By: Kerry McGuire,https://www.youtube.com/watch?v=_C8nXWdUzoE,Kerry McGuire
65,212,Let's Meet Our Contestants,Written by Achilles Stamatelaky,https://www.youtube.com/watch?v=s2j50d0NmVo,Achilles Stamatelaky
66,212,Library Hammering,by Georgie Aldaco,https://www.youtube.com/watch?v=0sG_IwljQd4,Georgie Aldaco
67,212,Local Adoption,Written by Kassia Miller,https://www.youtube.com/watch?v=tB35CdVKS8w,Kassia Miller
68,212,Long Version Grandma,by Ryan Hunter,https://www.youtube.com/watch?v=1rY_Y0OfAiI,Ryan Hunter
69,212,Map To Destroy The World,Written By: Kassia Miller,https://www.youtube.com/watch?v=hM_I9Cwnab0,Kassia Miller
70,212,Mirror Angiboo,Written by Kerry McGuire,https://www.youtube.com/watch?v=I9uPltnnpCk,Kerry McGuire
71,212,Mom's Boutique,Written by: Kerry McGuire,https://www.youtube.com/watch?v=3HouNEkk4sM,Kerry McGuire
72,212,Morning Science Show Segment - Best Of (212),Written by David Guzman,https://www.youtube.com/watch?v=Fj1oS9J6HSg,David Guzman
73,212,Morning Show Science Segment,Written by David Guzman,https://www.youtube.com/watch?v=bhgTbJNbIf0,David Guzman
74,212,Movember,Writen By: Ari Scott,https://www.youtube.com/watch?v=cLLUywPEPX0,Ari Scott
75,212,Never Have I Ever,Written by Ari Scott and Kassia Miller,https://www.youtube.com/watch?v=4dtZj-jja5o,Ari Scott and Kassia Miller
76,212,NEW CAR,Written By: Tim Martin,https://www.youtube.com/watch?v=-SaadTReSeA,Tim Martin
77,212,Nigerian Girl,Written by: Kassia Miller,https://www.youtube.com/watch?v=5oyeFavadlo,Kassia Miller
78,212,Nihilist Coach,Written by Achilles Stamatelaky,https://www.youtube.com/watch?v=8OrAhQwfF0o,Achilles Stamatelaky
79,212,Nobody Wants To Purge Me,Written by Achilles Stamatelaky,https://www.youtube.com/watch?v=rdt4j9jBX3c,Achilles Stamatelaky
80,212,Noir Detective Speed Date,Written by Ari Scott,https://www.youtube.com/watch?v=u0fpdmTqpHM,Ari Scott
81,212,Office Lunch,Written by David Guzman,https://www.youtube.com/watch?v=awaw9XSFJFU,David Guzman
82,212,Old Dad,Written by Erik Tanouye,https://www.youtube.com/watch?v=-jd1MsYktec,Erik Tanouye
83,212,Old Maid,Written by Kerry McGuire,https://www.youtube.com/watch?v=v2gS0pRKw0k,Kerry McGuire
84,212,Old Yeller Coffee Pot - Best Of (212),Written by Gwynna Forgham-Thrift,https://www.youtube.com/watch?v=cEW_m44ifKA,Gwynna Forgham-Thrift
85,212,OPRAH AUDITIONS FOR LEE DANIELS' THE BUTLER,Written by Ari Scott,https://www.youtube.com/watch?v=aUBmnYfnOvQ,Ari Scott
86,212,Politician Records Messages,by Achilles Stamatelaky (Pitch: Russ Armstrong),https://www.youtube.com/watch?v=ZUcuZ-sgOaE,Achilles Stamatelaky (Pitch: Russ Armstrong)
87,212,Pony,Written by Jo Firestone,https://www.youtube.com/watch?v=zFE_EDIprQY,Jo Firestone
88,212,Pope Has Gum Stuck In His Hair,by David Guzman,https://www.youtube.com/watch?v=5gWVnpcYh_o,David Guzman
89,212,POST PREGNANCY WORKOUT,Written by Ari Scott,https://www.youtube.com/watch?v=Rx_0_LKa0mk,Ari Scott
90,212,President Got An Earring,by Georgie Aldaco,https://www.youtube.com/watch?v=694hpza5YBw,Georgie Aldaco
91,212,Private Eyes Recording,Written by Achilles Stamatelaky,https://www.youtube.com/watch?v=E_VBAp5AZKQ,Achilles Stamatelaky
92,212,Rachel Ray Audience Loves Cheese,by Patrick Clair (Pitch: Cody Lindquist),https://www.youtube.com/watch?v=RyZ2OXcpVlk,Patrick Clair (Pitch: Cody Lindquist)
93,212,Rib Doctor,by Ryan Hunter (Pitch: Rob Cuthill),https://www.youtube.com/watch?v=a8t1bUMaLxc,Ryan Hunter (Pitch: Rob Cuthill)
94,212,Ripped Whales,Written by Erik Tanouye,https://www.youtube.com/watch?v=jw6RFlFhcWk,Erik Tanouye
95,212,Roast Of Aaron - Best Of (212),Written by Nikki Palumbo,https://www.youtube.com/watch?v=WeWtFKmkc90,Nikki Palumbo
96,212,Roast of Aaron,Written by Nikki Palumbo,https://www.youtube.com/watch?v=xTAoKcHuUWs,Nikki Palumbo
97,212,Rob Plays Eddie Plays Charlotte,Written by Patrick Clair,https://www.youtube.com/watch?v=J_SbRJAfSNU,Patrick Clair
98,212,Rock Imagination,Written by Georgie Aldaco,https://www.youtube.com/watch?v=BiXY_XXosVY,Georgie Aldaco
99,212,ROSA PARKS,Written by: Kassia Miller,https://www.youtube.com/watch?v=gP_OvfmIkag,Kassia Miller
100,212,Sad Googles,Written by: Achilles Stamatelaky,https://www.youtube.com/watch?v=hPwPd0KLltw,Achilles Stamatelaky
101,212,SAME CLOTHES,Written by Erik Tanouye,https://www.youtube.com/watch?v=1PuQvgBZDac,Erik Tanouye
102,212,Second Chance Wedding,Written by: Achilles Stamatelaky,https://www.youtube.com/watch?v=z0sfWSXjYcE,Achilles Stamatelaky
103,212,Sermon,Written by David Guzman,https://www.youtube.com/watch?v=YAMrvNw_JHI,David Guzman
104,212,Sexual Outback,by Patrick Clair,https://www.youtube.com/watch?v=sOZ-bFXx4OI,Patrick Clair
105,212,Shit Job Interview,Written by Kerry McGuire,https://www.youtube.com/watch?v=kLQaN1iJgww,Kerry McGuire
106,212,Skateboard Witness,Written by Achilles Stamatelaky,https://www.youtube.com/watch?v=QBX5TljE2Bs,Achilles Stamatelaky
107,212,Smaller Boob,Writen By: Ari Scott,https://www.youtube.com/watch?v=jD0MevVUJus,Ari Scott
108,212,Surprise Party,Written by Kerry McGuire,https://www.youtube.com/watch?v=ZVLXaTmIH7E,Kerry McGuire
109,212,Sweater Weather,Written by Tim Martin,https://www.youtube.com/watch?v=dPGeNVf7go4,Tim Martin
110,212,T J  Maxx Mom,Written by Glenn Boozan,https://www.youtube.com/watch?v=aZrSctcN_iM,Glenn Boozan
111,212,Teen Tour Guide,By Patrick Clair; Pitch by Cody Lindquist,https://www.youtube.com/watch?v=l_97bPL6MGQ,Patrick Clair; Pitch Cody Lindquist
112,212,THANK YOU NOTES,Written by Kerry McGuire,https://www.youtube.com/watch?v=cS9v2zUSXnM,Kerry McGuire
113,212,The Curse of Hammer Mansion,Written by: Erik Tanouye,https://www.youtube.com/watch?v=RoZe_97LEIA,Erik Tanouye
114,212,THE KOOL-AID MAN GOES ON AN AUDITION,Written by: Ari Scott,https://www.youtube.com/watch?v=XvLakIZvxik,Ari Scott
115,212,Tiny House,by David Guzman (pitch by Langan Kingsley),https://www.youtube.com/watch?v=DGG8oCXlE8g,David Guzman (pitch Langan Kingsley)
116,212,Valedictorian Speech,Written by Kerry McGuire,https://www.youtube.com/watch?v=h5at-h368rA,Kerry McGuire
117,212,VALENTINE'S DAY,Written by Kassia Miller,https://www.youtube.com/watch?v=bemKOexBQYI,Kassia Miller
118,212,VENEZUELAN WEIRD AL RUNNER,Written and Starring Veronica Osorio,https://www.youtube.com/watch?v=-COY8wnBiuU,and Starring Veronica Osorio
119,212,Waiters Training,Written by Erik Tanouye,https://www.youtube.com/watch?v=b3IwDR8Usb4,Erik Tanouye
120,212,Watching Porn,Written by Kerry McGuire,https://www.youtube.com/watch?v=u2VLYR33nM4,Kerry McGuire
121,212,We're All Gary For Halloween,Writen by: Kerry McGuire,https://www.youtube.com/watch?v=riAWRUbeRGI,Kerry McGuire
122,212,Which Character Are You?,Written by Achilles Stamatelaky,https://www.youtube.com/watch?v=9nG5Fm487Y4,Achilles Stamatelaky
123,212,White People Watch 12 Years a Slave,Written by Ari Scott,https://www.youtube.com/watch?v=O5IfpnX4toE,Ari Scott
124,212,Windy Boat,By Patrick Clair,https://www.youtube.com/watch?v=rggWA8IBAJQ,Patrick Clair
125,212,Worst Thing You’ve Done In A Fight,by Achilles Stamatelaky,https://www.youtube.com/watch?v=wxgVIcsu1uM,Achilles Stamatelaky
126,212,Writers Meeting,Writen By: Kerry McGuire,https://www.youtube.com/watch?v=UElK6GbyZJk,Kerry McGuire
127,27 Kidneys,27 Kidneys Human Knot,"27 Kidneys perform Human Knot, written by Chris Kelly at Maude Night, UCB Theatre NYC.",https://www.youtube.com/watch?v=EHO7hOsqDMw,"27 Kidneys perform Human Knot,  Chris Kelly at Maude Night, UCB Theatre NYC."
128,27 Kidneys,27 Kidneys Tenure,"27 Kidneys performing ""Tenure"" written by Guy Patton at Maude Night, UCB Theatre NYC.",https://www.youtube.com/watch?v=YhWPzWCRYD0,"27 Kidneys performing ""Tenure""  Guy Patton at Maude Night, UCB Theatre NYC."
129,27 Kidneys,Adoption,No writer,https://www.youtube.com/watch?v=KlxaOjSvmvM,No
130,27 Kidneys,American Idol,No writer,https://www.youtube.com/watch?v=rCLVskoDGLg,No
131,27 Kidneys,Awkward Interview,27 Kidneys perform Awkward Interview written by Guy Patton at UCB Theatre NYC,https://www.youtube.com/watch?v=9rgh0mvwZuk,27 Kidneys perform Awkward Interview  Guy Patton at UCB Theatre NYC
132,27 Kidneys,Bodegas!,No writer,https://www.youtube.com/watch?v=K-ngUjW4wvA,No
133,27 Kidneys,Boring Husband,No writer,https://www.youtube.com/watch?v=I3qnuQs7yzc,No
134,27 Kidneys,Don't Call me Here,27 Kidneys perform Don't Call Me Here written by Christine Nangle,https://www.youtube.com/watch?v=hxseYWEmU4E,27 Kidneys perform Don't Call Me Here  Christine Nangle
135,27 Kidneys,He Had A Family,No writer,https://www.youtube.com/watch?v=kmlE-K9GAf4,No
136,27 Kidneys,I Know You From Somewhere,27 Kidneys performing a sketch written by Dan Bookbinder,https://www.youtube.com/watch?v=gWf1EidNJQs,27 Kidneys performing a sketch  Dan Bookbinder
137,27 Kidneys,I Used to Live Here,27 Kidneys perform a sketch by Dan Bookbinder at UCB Theatre NYC.,https://www.youtube.com/watch?v=XtnmS6cFHvE,27 Kidneys perform a sketch Dan Bookbinder at UCB Theatre NYC.
138,27 Kidneys,Meet The Press,A 27 Kidneys Sketch written by Christine Nangle.,https://www.youtube.com/watch?v=ofZW6rasw5A,A 27 Kidneys Sketch  Christine Nangle.
139,27 Kidneys,Memorial Birthday,A 27 Kidneys sketch written by Chris Kelly.  Performed at UCB Theatre NYC 7-14-08.,https://www.youtube.com/watch?v=Wg9AfYcjJYo,A 27 Kidneys sketch  Chris Kelly.  Performed at UCB Theatre NYC 7-14-08.
140,27 Kidneys,Memory,27 Kidneys perform Memory at the UCB Theatre NYC.  Written by Christine Nangle,https://www.youtube.com/watch?v=h_GYJjGYh4M,27 Kidneys perform Memory at the UCB Theatre NYC.   Christine Nangle
141,27 Kidneys,Passive Aggressive,"A game show parody from 27 Kidneys, written by Chris Kelly.",https://www.youtube.com/watch?v=npt9ahitbWA,"A game show parody from 27 Kidneys,  Chris Kelly."
142,27 Kidneys,Pauly Tells a Story,No writer,https://www.youtube.com/watch?v=ZSGilQXwJ4Y,No
143,27 Kidneys,Second Life Linda,"A Sims and Second Life parody sketch from 27 Kidneys, performed live at Maude Night, July 14th 2008 at UCB NY.  Written by Guy Patton.",https://www.youtube.com/watch?v=3oVCsPWCGLQ,"A Sims and Second Life parody sketch from 27 Kidneys, performed live at Maude Night, July 14th 2008 at UCB NY.   Guy Patton."
144,27 Kidneys,Sleeptalker,"A 27 Kidneys sketch by Dan Bookbinder, starring Andree Vermuellen and Guy Patton.",https://www.youtube.com/watch?v=u-qG0-e4VuA,"A 27 Kidneys sketch Dan Bookbinder, starring Andree Vermuellen and Guy Patton."
145,27 Kidneys,Sobbin' Women,No writer,https://www.youtube.com/watch?v=tmpekJT391A,No
146,27 Kidneys,Trivial Terminator,No writer,https://www.youtube.com/watch?v=mtsL1iP_Mks,No
147,27 Kidneys,Upfronts,No writer,https://www.youtube.com/watch?v=Gi-wQP2DDto,No
148,27 Kidneys,You Can't Go In There,No writer,https://www.youtube.com/watch?v=MoUr38SpsF4,No
149,Alamo,Alamo   Stripper Dad,Written by Mary Lordes,https://www.youtube.com/watch?v=iQlfRPOwgPY,Mary Lordes
150,Alamo,Alamo - Adele Dazeem,Written by Jason Shebiro,https://www.youtube.com/watch?v=DngH6nN0wWg,Jason Shebiro
151,Alamo,Alamo - Broken Desk,Written by Marina Tempelsman,https://www.youtube.com/watch?v=Uzvk6E_2VCA,Marina Tempelsman
152,Alamo,Alamo - Bucket List,Written by Katherine Maughan,https://www.youtube.com/watch?v=Pez3nPQ61co,Katherine Maughan
153,Alamo,Alamo - Bully,Written by Marina Tempelsman,https://www.youtube.com/watch?v=nqfbhNKaaxU,Marina Tempelsman
154,Alamo,Alamo - Coming Out Poor,Written by David Bernstein,https://www.youtube.com/watch?v=i4Nj06erooA,David Bernstein
155,Alamo,Alamo - Edgar Allan Poe,Written by David Bernstein,https://www.youtube.com/watch?v=trFHDXXOmGQ,David Bernstein
156,Alamo,Alamo - Gary Oldman,Written by David Bernstein,https://www.youtube.com/watch?v=e9hgRsuMasM,David Bernstein
157,Alamo,Alamo - Halloween Costume,Written by Mary Lordes,https://www.youtube.com/watch?v=tmgSPhuPl2k,Mary Lordes
158,Alamo,Alamo - Maleficent,No writer,https://www.youtube.com/watch?v=Tpn0rRPdgF0,No
159,Alamo,Alamo - Missing Aunt Game Show,No writer,https://www.youtube.com/watch?v=oZTjmRAyyTE,No
160,Alamo,Alamo - Mob PTA,Written by Katherine Maughan,https://www.youtube.com/watch?v=gG_lgjDs4A0,Katherine Maughan
161,Alamo,Alamo - MTA,Written by Mary Lordes,https://www.youtube.com/watch?v=BL1oBCiw3jU,Mary Lordes
162,Alamo,Alamo - Not The Father,Written by Jason Shebiro,https://www.youtube.com/watch?v=BlOYXoP5rC0,Jason Shebiro
163,Alamo,Alamo - Park Bench,Written by Mary Lordes,https://www.youtube.com/watch?v=-KfvnQWbcw0,Mary Lordes
164,Alamo,Alamo - Professor X Recruiting,Written by,https://www.youtube.com/watch?v=yPI_AIlSWwQ,by
165,Alamo,Alamo - Professor X Wheelchair,Written by,https://www.youtube.com/watch?v=LWIaZspX0t4,by
166,Alamo,Alamo - Robin Hood,Written by Siobhan Thompson,https://www.youtube.com/watch?v=NU8oUIOBfps,Siobhan Thompson
167,Alamo,Alamo - Scooby Done,Written by Marina Tempelsman,https://www.youtube.com/watch?v=xTvCGHbnEdo,Marina Tempelsman
168,Alamo,Alamo - St.  Bernards,Written by Jason Shebiro,https://www.youtube.com/watch?v=w2aifErm3I4,Jason Shebiro
169,Alamo,Alamo - That Guy Did It,Written by Mary Lordes,https://www.youtube.com/watch?v=Hsc1xIKQt84,Mary Lordes
170,Alamo,Alamo - Turn a Guy On,Written by Katherine Maughan,https://www.youtube.com/watch?v=o_xFIc1-g7g,Katherine Maughan
171,Alamo,Alamo - Ugly Panda,Written by Jason Shebiro,https://www.youtube.com/watch?v=zteR5X42s3Y,Jason Shebiro
172,Alamo,Alamo - When I Get Out,Written by Mary Lordes,https://www.youtube.com/watch?v=CTGVfeuBEac,Mary Lordes
173,Alamo,Alamo - Wise King Solomon,No writer,https://www.youtube.com/watch?v=fz1z0aAJoBw,No
174,Alamo,Smart Ass Killer,Written by Siobhan Thompson,https://www.youtube.com/watch?v=M5bmX-TNyfk,Siobhan Thompson
175,Archnemesis,Career Day,Written by Nikki Palumbo,https://www.youtube.com/watch?v=hLcWJq2JT5s,Nikki Palumbo
176,Archnemesis,Charades But Wrong,Written by Eli Yudin,https://www.youtube.com/watch?v=dNx4bq44Zwk,Eli Yudin
177,Archnemesis,Evil Yoga Class,Written by Joanna Tillman,https://www.youtube.com/watch?v=qejY3MJ9Tw8,Joanna Tillman
178,Archnemesis,IKEA Fighting Dept.,Written by Nikki Palumbo,https://www.youtube.com/watch?v=YM89HIiY6fQ,Nikki Palumbo
179,Archnemesis,Influencer Fish,Written by Eli Yudin,https://www.youtube.com/watch?v=Bm-S-ByGxUk,Eli Yudin
180,Archnemesis,Lifeguard Blackout,Written by Nikki Palumbo,https://www.youtube.com/watch?v=6UrjJ3QQcLo,Nikki Palumbo
181,Archnemesis,Looted a Turtle,Written by Eli Yudin,https://www.youtube.com/watch?v=34MyS4gE1tY,Eli Yudin
182,Archnemesis,Loud Thomas,Written by Max Ash,https://www.youtube.com/watch?v=CH-CeojzH9g,Max Ash
183,Archnemesis,Masshole Plants,Written by Eli Yudin,https://www.youtube.com/watch?v=QDJVltGTpQA,Eli Yudin
184,Archnemesis,Midnight Release,Written by Julie Harrison-Harney,https://www.youtube.com/watch?v=ju7D4k7NAzM,Julie Harrison-Harney
185,Archnemesis,Murder Date,Written by Joanna Tillman,https://www.youtube.com/watch?v=fln0xQCNIq0,Joanna Tillman
186,Archnemesis,New Boy,Written by Julie Harrison-Harney,https://www.youtube.com/watch?v=wt9E0ZkC2PM,Julie Harrison-Harney
187,Archnemesis,No Gluten,Written by Max Ash,https://www.youtube.com/watch?v=4uYV6u77zZE,Max Ash
188,Archnemesis,Peer Pressure Slumber Party,Written by Joanna Tillman,https://www.youtube.com/watch?v=QXhCuiIt1Yw,Joanna Tillman
189,Archnemesis,Protest Planner,Written by Nikki Palumbo,https://www.youtube.com/watch?v=gCCHTjg7zE4,Nikki Palumbo
190,Archnemesis,Son Is A Cat,Written by Julie Harrison-Harney,https://www.youtube.com/watch?v=LK2t50g4nqQ,Julie Harrison-Harney
191,Archnemesis,Unhealthy 80s Bully,Written by  Max Ash,https://www.youtube.com/watch?v=xFdo1OE1nKY,Max Ash
192,A_Few_Sandwich_Lovers,Deadbeat God,Written by Katie Talay,https://www.youtube.com/watch?v=u-MfSaFvQ_8,Katie Talay
193,A_Few_Sandwich_Lovers,Exit Row,Written by Sean Casey,https://www.youtube.com/watch?v=hoLWarMn2Ws,Sean Casey
194,A_Few_Sandwich_Lovers,God's Friend Jerry,Written by Luke Burns,https://www.youtube.com/watch?v=2Ha5n_ZkHZI,Luke Burns
195,A_Few_Sandwich_Lovers,Good Boy or Naughty Boy?,Written by Luke Burns,https://www.youtube.com/watch?v=DTxWUZtWKfM,Luke Burns
196,A_Few_Sandwich_Lovers,"Good Burger, Bad News","Written by Katie Talay, Pitch by Sebastian Conelli",https://www.youtube.com/watch?v=eSVsZ_3nS8w,"Katie Talay, Pitch Sebastian Conelli"
197,A_Few_Sandwich_Lovers,Grandma's Ring,Written by Sean Casey,https://www.youtube.com/watch?v=EDrOsQEScOc,Sean Casey
198,A_Few_Sandwich_Lovers,John Cena,Written by Sean Casey,https://www.youtube.com/watch?v=fNYstg4wBA0,Sean Casey
199,A_Few_Sandwich_Lovers,Manhole Flirting,Written by Cristina Sanza,https://www.youtube.com/watch?v=USZm5KUpqmY,Cristina Sanza
200,A_Few_Sandwich_Lovers,Panda Love,Written by Stacey Kulow,https://www.youtube.com/watch?v=MtBgBzVU4vs,Stacey Kulow
201,A_Few_Sandwich_Lovers,Parade Pitch,Written by Stacey Kulow,https://www.youtube.com/watch?v=o79XzcrW1tE,Stacey Kulow
202,A_Few_Sandwich_Lovers,Plant Boyfriend,Written by Stacey Kulow,https://www.youtube.com/watch?v=ONSKeNyTnlk,Stacey Kulow
203,A_Few_Sandwich_Lovers,Self Defense,Written by Katie Talay,https://www.youtube.com/watch?v=6o4VMC7VQEM,Katie Talay
204,A_Few_Sandwich_Lovers,Ski Bunnies,Written by Cristina Sanza,https://www.youtube.com/watch?v=mEnTkYCYiFU,Cristina Sanza
205,Beige,"""Car Dealership"" Good",Written by James McCarthy,https://www.youtube.com/watch?v=axyPlhD9fzE,James McCarthy
